Total Directions = 288
 1.3895687506778034e-01 -7.4675057361468111e-01  6.5042645062877169e-01  4.1704761513470481e-02
 1.3895687506778034e-01 -8.3199655691004415e-01  5.3709656130087913e-01  3.1892193143574298e-02
 1.3895687506778034e-01 -9.0928550094372529e-01  3.9228926144481174e-01  6.4920380521861179e-02
 1.3895687506778034e-01 -9.8050087901173988e-01  1.3895687506778059e-01  7.6948975329270058e-02
 3.9228926144481169e-01 -1.3895687506778034e-01  9.0928550094372529e-01  6.4920380521861179e-02
 3.9228926144481169e-01 -3.9228926144481169e-01  8.3199655691004415e-01  5.9544868759924117e-02
 3.9228926144481169e-01 -5.3709656130087913e-01  7.4675057361468111e-01  2.1252096409697687e-02
 3.9228926144481169e-01 -6.5042645062877180e-01  6.5042645062877169e-01  5.1265981075813413e-02
 3.9228926144481169e-01 -7.4675057361468111e-01  5.3709656130087891e-01  2.1252096409697687e-02
 3.9228926144481169e-01 -8.3199655691004415e-01  3.9228926144481174e-01  5.9544868759924117e-02
 3.9228926144481169e-01 -9.0928550094372529e-01  1.3895687506778018e-01  6.4920380521861179e-02
 5.3709656130087913e-01 -1.3895687506778034e-01  8.3199655691004415e-01  3.1892193143574298e-02
 5.3709656130087913e-01 -3.9228926144481169e-01  7.4675057361468100e-01  2.1252096409697687e-02
 5.3709656130087913e-01 -5.3709656130087913e-01  6.5042645062877169e-01  1.6300087256083999e-02
 5.3709656130087913e-01 -6.5042645062877180e-01  5.3709656130087891e-01  1.6300087256083999e-02
 5.3709656130087913e-01 -7.4675057361468111e-01  3.9228926144481147e-01  2.1252096409697687e-02
 5.3709656130087913e-01 -8.3199655691004415e-01  1.3895687506778018e-01  3.1892193143574298e-02
 6.5042645062877180e-01 -1.3895687506778034e-01  7.4675057361468111e-01  4.1704761513470481e-02
 6.5042645062877180e-01 -3.9228926144481169e-01  6.5042645062877169e-01  5.1265981075813413e-02
 6.5042645062877180e-01 -5.3709656130087913e-01  5.3709656130087902e-01  1.6300087256083999e-02
 6.5042645062877180e-01 -6.5042645062877180e-01  3.9228926144481158e-01  5.1265981075813413e-02
 6.5042645062877180e-01 -7.4675057361468111e-01  1.3895687506777979e-01  4.1704761513470481e-02
 7.4675057361468111e-01 -1.3895687506778034e-01  6.5042645062877169e-01  4.1704761513470481e-02
 7.4675057361468111e-01 -3.9228926144481169e-01  5.3709656130087891e-01  2.1252096409697687e-02
 7.4675057361468111e-01 -5.3709656130087913e-01  3.9228926144481152e-01  2.1252096409697687e-02
 7.4675057361468111e-01 -6.5042645062877180e-01  1.3895687506777979e-01  4.1704761513470481e-02
 8.3199655691004415e-01 -1.3895687506778034e-01  5.3709656130087913e-01  3.1892193143574298e-02
 8.3199655691004415e-01 -3.9228926144481169e-01  3.9228926144481180e-01  5.9544868759924117e-02
 8.3199655691004415e-01 -5.3709656130087913e-01  1.3895687506778037e-01  3.1892193143574298e-02
 9.0928550094372529e-01 -1.3895687506778034e-01  3.9228926144481169e-01  6.4920380521861179e-02
 9.0928550094372529e-01 -3.9228926144481169e-01  1.3895687506778029e-01  6.4920380521861179e-02
 9.8050087901173988e-01 -1.3895687506778034e-01  1.3895687506778043e-01  7.6948975329270058e-02
-1.3895687506778034e-01 -1.3895687506778034e-01  9.8050087901173988e-01  7.6948975329270058e-02
-1.3895687506778034e-01 -3.9228926144481169e-01  9.0928550094372529e-01  6.4920380521861179e-02
-1.3895687506778034e-01 -5.3709656130087913e-01  8.3199655691004415e-01  3.1892193143574298e-02
-1.3895687506778034e-01 -6.5042645062877180e-01  7.4675057361468111e-01  4.1704761513470481e-02
-1.3895687506778034e-01 -7.4675057361468111e-01  6.5042645062877169e-01  4.1704761513470481e-02
-1.3895687506778034e-01 -8.3199655691004415e-01  5.3709656130087913e-01  3.1892193143574298e-02
-1.3895687506778034e-01 -9.0928550094372529e-01  3.9228926144481174e-01  6.4920380521861179e-02
-1.3895687506778034e-01 -9.8050087901173988e-01  1.3895687506778059e-01  7.6948975329270058e-02
-3.9228926144481169e-01 -1.3895687506778034e-01  9.0928550094372529e-01  6.4920380521861179e-02
-3.9228926144481169e-01 -3.9228926144481169e-01  8.3199655691004415e-01  5.9544868759924117e-02
-3.9228926144481169e-01 -5.3709656130087913e-01  7.4675057361468111e-01  2.1252096409697687e-02
-3.9228926144481169e-01 -6.5042645062877180e-01  6.5042645062877169e-01  5.1265981075813413e-02
-3.9228926144481169e-01 -7.4675057361468111e-01  5.3709656130087891e-01  2.1252096409697687e-02
-3.9228926144481169e-01 -8.3199655691004415e-01  3.9228926144481174e-01  5.9544868759924117e-02
-3.9228926144481169e-01 -9.0928550094372529e-01  1.3895687506778018e-01  6.4920380521861179e-02
-5.3709656130087913e-01 -1.3895687506778034e-01  8.3199655691004415e-01  3.1892193143574298e-02
-5.3709656130087913e-01 -3.9228926144481169e-01  7.4675057361468100e-01  2.1252096409697687e-02
-5.3709656130087913e-01 -5.3709656130087913e-01  6.5042645062877169e-01  1.6300087256083999e-02
-5.3709656130087913e-01 -6.5042645062877180e-01  5.3709656130087891e-01  1.6300087256083999e-02
-5.3709656130087913e-01 -7.4675057361468111e-01  3.9228926144481147e-01  2.1252096409697687e-02
-5.3709656130087913e-01 -8.3199655691004415e-01  1.3895687506778018e-01  3.1892193143574298e-02
-6.5042645062877180e-01 -1.3895687506778034e-01  7.4675057361468111e-01  4.1704761513470481e-02
-6.5042645062877180e-01 -3.9228926144481169e-01  6.5042645062877169e-01  5.1265981075813413e-02
-6.5042645062877180e-01 -5.3709656130087913e-01  5.3709656130087902e-01  1.6300087256083999e-02
-6.5042645062877180e-01 -6.5042645062877180e-01  3.9228926144481158e-01  5.1265981075813413e-02
-6.5042645062877180e-01 -7.4675057361468111e-01  1.3895687506777979e-01  4.1704761513470481e-02
-7.4675057361468111e-01 -1.3895687506778034e-01  6.5042645062877169e-01  4.1704761513470481e-02
-7.4675057361468111e-01 -3.9228926144481169e-01  5.3709656130087891e-01  2.1252096409697687e-02
-7.4675057361468111e-01 -5.3709656130087913e-01  3.9228926144481152e-01  2.1252096409697687e-02
-7.4675057361468111e-01 -6.5042645062877180e-01  1.3895687506777979e-01  4.1704761513470481e-02
-8.3199655691004415e-01 -1.3895687506778034e-01  5.3709656130087913e-01  3.1892193143574298e-02
-8.3199655691004415e-01 -3.9228926144481169e-01  3.9228926144481180e-01  5.9544868759924117e-02
-8.3199655691004415e-01 -5.3709656130087913e-01  1.3895687506778037e-01  3.1892193143574298e-02
-9.0928550094372529e-01 -1.3895687506778034e-01  3.9228926144481169e-01  6.4920380521861179e-02
-9.0928550094372529e-01 -3.9228926144481169e-01  1.3895687506778029e-01  6.4920380521861179e-02
-9.8050087901173988e-01 -1.3895687506778034e-01  1.3895687506778043e-01  7.6948975329270058e-02
 1.3895687506778034e-01  1.3895687506778034e-01 -9.8050087901173988e-01  7.6948975329270058e-02
 1.3895687506778034e-01  3.9228926144481169e-01 -9.0928550094372529e-01  6.4920380521861179e-02
 1.3895687506778034e-01  5.3709656130087913e-01 -8.3199655691004415e-01  3.1892193143574298e-02
 1.3895687506778034e-01  6.5042645062877180e-01 -7.4675057361468111e-01  4.1704761513470481e-02
 1.3895687506778034e-01  7.4675057361468111e-01 -6.5042645062877169e-01  4.1704761513470481e-02
 1.3895687506778034e-01  8.3199655691004415e-01 -5.3709656130087913e-01  3.1892193143574298e-02
 1.3895687506778034e-01  9.0928550094372529e-01 -3.9228926144481174e-01  6.4920380521861179e-02
 1.3895687506778034e-01  9.8050087901173988e-01 -1.3895687506778059e-01  7.6948975329270058e-02
 3.9228926144481169e-01  1.3895687506778034e-01 -9.0928550094372529e-01  6.4920380521861179e-02
 3.9228926144481169e-01  3.9228926144481169e-01 -8.3199655691004415e-01  5.9544868759924117e-02
 3.9228926144481169e-01  5.3709656130087913e-01 -7.4675057361468111e-01  2.1252096409697687e-02
 3.9228926144481169e-01  6.5042645062877180e-01 -6.5042645062877169e-01  5.1265981075813413e-02
 3.9228926144481169e-01  7.4675057361468111e-01 -5.3709656130087891e-01  2.1252096409697687e-02
 3.9228926144481169e-01  8.3199655691004415e-01 -3.9228926144481174e-01  5.9544868759924117e-02
 3.9228926144481169e-01  9.0928550094372529e-01 -1.3895687506778018e-01  6.4920380521861179e-02
 5.3709656130087913e-01  1.3895687506778034e-01 -8.3199655691004415e-01  3.1892193143574298e-02
 5.3709656130087913e-01  3.9228926144481169e-01 -7.4675057361468100e-01  2.1252096409697687e-02
 5.3709656130087913e-01  5.3709656130087913e-01 -6.5042645062877169e-01  1.6300087256083999e-02
 5.3709656130087913e-01  6.5042645062877180e-01 -5.3709656130087891e-01  1.6300087256083999e-02
 5.3709656130087913e-01  7.4675057361468111e-01 -3.9228926144481147e-01  2.1252096409697687e-02
 5.3709656130087913e-01  8.3199655691004415e-01 -1.3895687506778018e-01  3.1892193143574298e-02
 6.5042645062877180e-01  1.3895687506778034e-01 -7.4675057361468111e-01  4.1704761513470481e-02
 6.5042645062877180e-01  3.9228926144481169e-01 -6.5042645062877169e-01  5.1265981075813413e-02
 6.5042645062877180e-01  5.3709656130087913e-01 -5.3709656130087902e-01  1.6300087256083999e-02
 6.5042645062877180e-01  6.5042645062877180e-01 -3.9228926144481158e-01  5.1265981075813413e-02
 6.5042645062877180e-01  7.4675057361468111e-01 -1.3895687506777979e-01  4.1704761513470481e-02
 7.4675057361468111e-01  1.3895687506778034e-01 -6.5042645062877169e-01  4.1704761513470481e-02
 7.4675057361468111e-01  3.9228926144481169e-01 -5.3709656130087891e-01  2.1252096409697687e-02
 7.4675057361468111e-01  5.3709656130087913e-01 -3.9228926144481152e-01  2.1252096409697687e-02
 7.4675057361468111e-01  6.5042645062877180e-01 -1.3895687506777979e-01  4.1704761513470481e-02
 8.3199655691004415e-01  1.3895687506778034e-01 -5.3709656130087913e-01  3.1892193143574298e-02
 8.3199655691004415e-01  3.9228926144481169e-01 -3.9228926144481180e-01  5.9544868759924117e-02
 8.3199655691004415e-01  5.3709656130087913e-01 -1.3895687506778037e-01  3.1892193143574298e-02
 9.0928550094372529e-01  1.3895687506778034e-01 -3.9228926144481169e-01  6.4920380521861179e-02
 9.0928550094372529e-01  3.9228926144481169e-01 -1.3895687506778029e-01  6.4920380521861179e-02
 9.8050087901173988e-01  1.3895687506778034e-01 -1.3895687506778043e-01  7.6948975329270058e-02
-1.3895687506778034e-01  1.3895687506778034e-01 -9.8050087901173988e-01  7.6948975329270058e-02
-1.3895687506778034e-01  3.9228926144481169e-01 -9.0928550094372529e-01  6.4920380521861179e-02
-1.3895687506778034e-01  5.3709656130087913e-01 -8.3199655691004415e-01  3.1892193143574298e-02
-1.3895687506778034e-01  6.5042645062877180e-01 -7.4675057361468111e-01  4.1704761513470481e-02
-1.3895687506778034e-01  7.4675057361468111e-01 -6.5042645062877169e-01  4.1704761513470481e-02
-1.3895687506778034e-01  8.3199655691004415e-01 -5.3709656130087913e-01  3.1892193143574298e-02
-1.3895687506778034e-01  9.0928550094372529e-01 -3.9228926144481174e-01  6.4920380521861179e-02
-1.3895687506778034e-01  9.8050087901173988e-01 -1.3895687506778059e-01  7.6948975329270058e-02
-3.9228926144481169e-01  1.3895687506778034e-01 -9.0928550094372529e-01  6.4920380521861179e-02
-3.9228926144481169e-01  3.9228926144481169e-01 -8.3199655691004415e-01  5.9544868759924117e-02
-3.9228926144481169e-01  5.3709656130087913e-01 -7.4675057361468111e-01  2.1252096409697687e-02
-3.9228926144481169e-01  6.5042645062877180e-01 -6.5042645062877169e-01  5.1265981075813413e-02
-3.9228926144481169e-01  7.4675057361468111e-01 -5.3709656130087891e-01  2.1252096409697687e-02
-3.9228926144481169e-01  8.3199655691004415e-01 -3.9228926144481174e-01  5.9544868759924117e-02
-3.9228926144481169e-01  9.0928550094372529e-01 -1.3895687506778018e-01  6.4920380521861179e-02
-5.3709656130087913e-01  1.3895687506778034e-01 -8.3199655691004415e-01  3.1892193143574298e-02
-5.3709656130087913e-01  3.9228926144481169e-01 -7.4675057361468100e-01  2.1252096409697687e-02
-5.3709656130087913e-01  5.3709656130087913e-01 -6.5042645062877169e-01  1.6300087256083999e-02
-5.3709656130087913e-01  6.5042645062877180e-01 -5.3709656130087891e-01  1.6300087256083999e-02
-5.3709656130087913e-01  7.4675057361468111e-01 -3.9228926144481147e-01  2.1252096409697687e-02
-5.3709656130087913e-01  8.3199655691004415e-01 -1.3895687506778018e-01  3.1892193143574298e-02
-6.5042645062877180e-01  1.3895687506778034e-01 -7.4675057361468111e-01  4.1704761513470481e-02
-6.5042645062877180e-01  3.9228926144481169e-01 -6.5042645062877169e-01  5.1265981075813413e-02
-6.5042645062877180e-01  5.3709656130087913e-01 -5.3709656130087902e-01  1.6300087256083999e-02
-6.5042645062877180e-01  6.5042645062877180e-01 -3.9228926144481158e-01  5.1265981075813413e-02
-6.5042645062877180e-01  7.4675057361468111e-01 -1.3895687506777979e-01  4.1704761513470481e-02
-7.4675057361468111e-01  1.3895687506778034e-01 -6.5042645062877169e-01  4.1704761513470481e-02
-7.4675057361468111e-01  3.9228926144481169e-01 -5.3709656130087891e-01  2.1252096409697687e-02
-7.4675057361468111e-01  5.3709656130087913e-01 -3.9228926144481152e-01  2.1252096409697687e-02
-7.4675057361468111e-01  6.5042645062877180e-01 -1.3895687506777979e-01  4.1704761513470481e-02
-8.3199655691004415e-01  1.3895687506778034e-01 -5.3709656130087913e-01  3.1892193143574298e-02
-8.3199655691004415e-01  3.9228926144481169e-01 -3.9228926144481180e-01  5.9544868759924117e-02
-8.3199655691004415e-01  5.3709656130087913e-01 -1.3895687506778037e-01  3.1892193143574298e-02
-9.0928550094372529e-01  1.3895687506778034e-01 -3.9228926144481169e-01  6.4920380521861179e-02
-9.0928550094372529e-01  3.9228926144481169e-01 -1.3895687506778029e-01  6.4920380521861179e-02
-9.8050087901173988e-01  1.3895687506778034e-01 -1.3895687506778043e-01  7.6948975329270058e-02
 1.3895687506778034e-01 -1.3895687506778034e-01 -9.8050087901173988e-01  7.6948975329270058e-02
 1.3895687506778034e-01 -3.9228926144481169e-01 -9.0928550094372529e-01  6.4920380521861179e-02
 1.3895687506778034e-01 -5.3709656130087913e-01 -8.3199655691004415e-01  3.1892193143574298e-02
 1.3895687506778034e-01 -6.5042645062877180e-01 -7.4675057361468111e-01  4.1704761513470481e-02
 1.3895687506778034e-01 -7.4675057361468111e-01 -6.5042645062877169e-01  4.1704761513470481e-02
 1.3895687506778034e-01 -8.3199655691004415e-01 -5.3709656130087913e-01  3.1892193143574298e-02
 1.3895687506778034e-01 -9.0928550094372529e-01 -3.9228926144481174e-01  6.4920380521861179e-02
 1.3895687506778034e-01 -9.8050087901173988e-01 -1.3895687506778059e-01  7.6948975329270058e-02
 3.9228926144481169e-01 -1.3895687506778034e-01 -9.0928550094372529e-01  6.4920380521861179e-02
 3.9228926144481169e-01 -3.9228926144481169e-01 -8.3199655691004415e-01  5.9544868759924117e-02
 3.9228926144481169e-01 -5.3709656130087913e-01 -7.4675057361468111e-01  2.1252096409697687e-02
 3.9228926144481169e-01 -6.5042645062877180e-01 -6.5042645062877169e-01  5.1265981075813413e-02
 3.9228926144481169e-01 -7.4675057361468111e-01 -5.3709656130087891e-01  2.1252096409697687e-02
 3.9228926144481169e-01 -8.3199655691004415e-01 -3.9228926144481174e-01  5.9544868759924117e-02
 3.9228926144481169e-01 -9.0928550094372529e-01 -1.3895687506778018e-01  6.4920380521861179e-02
 5.3709656130087913e-01 -1.3895687506778034e-01 -8.3199655691004415e-01  3.1892193143574298e-02
 5.3709656130087913e-01 -3.9228926144481169e-01 -7.4675057361468100e-01  2.1252096409697687e-02
 5.3709656130087913e-01 -5.3709656130087913e-01 -6.5042645062877169e-01  1.6300087256083999e-02
 5.3709656130087913e-01 -6.5042645062877180e-01 -5.3709656130087891e-01  1.6300087256083999e-02
 5.3709656130087913e-01 -7.4675057361468111e-01 -3.9228926144481147e-01  2.1252096409697687e-02
 5.3709656130087913e-01 -8.3199655691004415e-01 -1.3895687506778018e-01  3.1892193143574298e-02
 6.5042645062877180e-01 -1.3895687506778034e-01 -7.4675057361468111e-01  4.1704761513470481e-02
 6.5042645062877180e-01 -3.9228926144481169e-01 -6.5042645062877169e-01  5.1265981075813413e-02
 6.5042645062877180e-01 -5.3709656130087913e-01 -5.3709656130087902e-01  1.6300087256083999e-02
 6.5042645062877180e-01 -6.5042645062877180e-01 -3.9228926144481158e-01  5.1265981075813413e-02
 6.5042645062877180e-01 -7.4675057361468111e-01 -1.3895687506777979e-01  4.1704761513470481e-02
 7.4675057361468111e-01 -1.3895687506778034e-01 -6.5042645062877169e-01  4.1704761513470481e-02
 7.4675057361468111e-01 -3.9228926144481169e-01 -5.3709656130087891e-01  2.1252096409697687e-02
 7.4675057361468111e-01 -5.3709656130087913e-01 -3.9228926144481152e-01  2.1252096409697687e-02
 7.4675057361468111e-01 -6.5042645062877180e-01 -1.3895687506777979e-01  4.1704761513470481e-02
 8.3199655691004415e-01 -1.3895687506778034e-01 -5.3709656130087913e-01  3.1892193143574298e-02
 8.3199655691004415e-01 -3.9228926144481169e-01 -3.9228926144481180e-01  5.9544868759924117e-02
 8.3199655691004415e-01 -5.3709656130087913e-01 -1.3895687506778037e-01  3.1892193143574298e-02
 9.0928550094372529e-01 -1.3895687506778034e-01 -3.9228926144481169e-01  6.4920380521861179e-02
 9.0928550094372529e-01 -3.9228926144481169e-01 -1.3895687506778029e-01  6.4920380521861179e-02
 9.8050087901173988e-01 -1.3895687506778034e-01 -1.3895687506778043e-01  7.6948975329270058e-02
-1.3895687506778034e-01 -1.3895687506778034e-01 -9.8050087901173988e-01  7.6948975329270058e-02
-1.3895687506778034e-01 -3.9228926144481169e-01 -9.0928550094372529e-01  6.4920380521861179e-02
-1.3895687506778034e-01 -5.3709656130087913e-01 -8.3199655691004415e-01  3.1892193143574298e-02
-1.3895687506778034e-01 -6.5042645062877180e-01 -7.4675057361468111e-01  4.1704761513470481e-02
-1.3895687506778034e-01 -7.4675057361468111e-01 -6.5042645062877169e-01  4.1704761513470481e-02
-1.3895687506778034e-01 -8.3199655691004415e-01 -5.3709656130087913e-01  3.1892193143574298e-02
-1.3895687506778034e-01 -9.0928550094372529e-01 -3.9228926144481174e-01  6.4920380521861179e-02
-1.3895687506778034e-01 -9.8050087901173988e-01 -1.3895687506778059e-01  7.6948975329270058e-02
-3.9228926144481169e-01 -1.3895687506778034e-01 -9.0928550094372529e-01  6.4920380521861179e-02
-3.9228926144481169e-01 -3.9228926144481169e-01 -8.3199655691004415e-01  5.9544868759924117e-02
-3.9228926144481169e-01 -5.3709656130087913e-01 -7.4675057361468111e-01  2.1252096409697687e-02
-3.9228926144481169e-01 -6.5042645062877180e-01 -6.5042645062877169e-01  5.1265981075813413e-02
-3.9228926144481169e-01 -7.4675057361468111e-01 -5.3709656130087891e-01  2.1252096409697687e-02
-3.9228926144481169e-01 -8.3199655691004415e-01 -3.9228926144481174e-01  5.9544868759924117e-02
-3.9228926144481169e-01 -9.0928550094372529e-01 -1.3895687506778018e-01  6.4920380521861179e-02
-5.3709656130087913e-01 -1.3895687506778034e-01 -8.3199655691004415e-01  3.1892193143574298e-02
-5.3709656130087913e-01 -3.9228926144481169e-01 -7.4675057361468100e-01  2.1252096409697687e-02
-5.3709656130087913e-01 -5.3709656130087913e-01 -6.5042645062877169e-01  1.6300087256083999e-02
-5.3709656130087913e-01 -6.5042645062877180e-01 -5.3709656130087891e-01  1.6300087256083999e-02
-5.3709656130087913e-01 -7.4675057361468111e-01 -3.9228926144481147e-01  2.1252096409697687e-02
-5.3709656130087913e-01 -8.3199655691004415e-01 -1.3895687506778018e-01  3.1892193143574298e-02
-6.5042645062877180e-01 -1.3895687506778034e-01 -7.4675057361468111e-01  4.1704761513470481e-02
-6.5042645062877180e-01 -3.9228926144481169e-01 -6.5042645062877169e-01  5.1265981075813413e-02
-6.5042645062877180e-01 -5.3709656130087913e-01 -5.3709656130087902e-01  1.6300087256083999e-02
-6.5042645062877180e-01 -6.5042645062877180e-01 -3.9228926144481158e-01  5.1265981075813413e-02
-6.5042645062877180e-01 -7.4675057361468111e-01 -1.3895687506777979e-01  4.1704761513470481e-02
-7.4675057361468111e-01 -1.3895687506778034e-01 -6.5042645062877169e-01  4.1704761513470481e-02
